pair_id,odia_poem_line,english_poem_line,poem_context,poet,rhyming_word_odia,rhyming_word_english,emotion_tone,odia_word_count,english_word_count,has_alliteration,line_complexity
849,ଆଳୁ,Potato,Tuber,Vegetable,ଆଳ,potato,Neutral,1,1,False,Medium
850,ପିଆଜ,Onion,Bulb,Vegetable,ଆଜ,onion,Neutral,2,1,False,Simple
851,ରସୁଣ,Garlic,Bulb,Vegetable,ଣ,garlic,Neutral,2,1,False,Medium
852,ଟମାଟୋ,Tomato,Fruit,Vegetable,ଟ,tomato,Neutral,2,1,False,Medium
853,ବାଇଗଣ,Brinjal,Eggplant,Vegetable,ଇଗଣ,brinjal,Neutral,2,1,False,Complex
854,ଲାଉ,Bottle gourd,Gourd,Vegetable,ଉ,gourd,Neutral,2,2,False,Medium
855,କଖାରୁ,Pumpkin,Gourd,Vegetable,ର,pumpkin,Neutral,2,1,False,Complex
856,ବନ୍ଧକୋବି,Cabbage,Leafy,Vegetable,ବ,cabbage,Neutral,3,1,False,Complex
857,ଫୁଲକୋବି,Cauliflower,Flower,Vegetable,ବ,cauliflower,Neutral,3,1,False,Complex
858,ମୂଳା,Radish,Root,Vegetable,ଳ,radish,Neutral,2,1,False,Medium
859,ଗାଜର,Carrot,Root,Vegetable,ଜର,carrot,Neutral,2,1,False,Medium
860,ଶିମ୍ବ,Beans,Pod,Vegetable,ବ,beans,Neutral,3,1,False,Simple
861,ମଟର,Peas,Pod,Vegetable,ମଟର,peas,Neutral,1,1,False,Simple
862,ଶାଗ,Green leaves,Leafy,Vegetable,ଗ,leaves,Neutral,2,2,False,Medium
863,ପାଳଙ୍ଗ,Spinach,Leafy,Vegetable,ଗ,spinach,Neutral,3,1,False,Complex
864,ଧନିଆ,Coriander,Seasoning,Herb,ଆ,coriander,Neutral,2,1,False,Complex
865,ପୁଦିନା,Mint,Seasoning,Herb,ନ,mint,Neutral,3,1,False,Simple
866,ଅଦା,Ginger,Root,Spice,ଅଦ,ginger,Neutral,1,1,False,Medium
867,ହଳଦୀ,Turmeric,Root,Spice,ହଳଦ,turmeric,Neutral,1,1,False,Complex
868,ଜିରା,Cumin,Seed,Spice,ର,cumin,Neutral,2,1,False,Simple
869,ସୋରିଷ,Mustard,Seed,Spice,ଷ,mustard,Neutral,3,1,False,Complex
870,ମରିଚ,Chili,Pepper,Spice,ଚ,chili,Neutral,2,1,False,Simple
871,ଗୋଲମରିଚ,Black pepper,Pepper,Spice,ଚ,pepper,Neutral,3,2,False,Medium
872,ଏଲାଚି,Cardamom,Seed,Spice,ଚ,cardamom,Neutral,2,1,False,Complex
873,ଲବଙ୍ଗ,Clove,Bud,Spice,ଗ,clove,Neutral,2,1,False,Simple
874,ଦାଲଚିନି,Cinnamon,Bark,Spice,ନ,cinnamon,Neutral,3,1,False,Complex
875,ଜାୟଫଳ,Nutmeg,Seed,Spice,ୟଫଳ,nutmeg,Neutral,2,1,False,Medium
876,ତେଜପତ୍ର,Bay leaf,Leaf,Spice,ର,leaf,Neutral,3,2,False,Simple
877,ଅମ୍ବଡା,Tamarind,Fruit,Spice,ବଡ,tamarind,Neutral,2,1,False,Complex
878,ନାରିଙ୍ଗା,Orange,Citrus,Fruit,ଗ,orange,Neutral,4,1,False,Medium
879,ଆମ୍ବ,Mango,Tropical,Fruit,ବ,mango,Neutral,2,1,False,Simple
880,କଦଳୀ,Banana,Tropical,Fruit,କଦଳ,banana,Neutral,1,1,False,Medium
881,ପେପେ,Papaya,Tropical,Fruit,ପ,papaya,Neutral,2,1,False,Medium
882,ଆଖରୋଟ,Walnut,Dry fruit,Nut,ଟ,walnut,Neutral,2,1,False,Medium
883,ବାଦାମ,Almond,Dry fruit,Nut,ମ,almond,Neutral,3,1,False,Medium
884,କିସମିସ,Raisin,Grape,Dry fruit,ସ,raisin,Neutral,3,1,False,Medium
885,ଖଜୁରୀ,Date,Sweet,Fruit,ର,date,Neutral,2,1,False,Simple
886,ଅନାରସ,Pineapple,Tropical,Fruit,ରସ,pineapple,Neutral,2,1,False,Complex
887,ତରଭୁଜ,Watermelon,Melon,Fruit,ଜ,watermelon,Neutral,2,1,False,Complex
888,ଖରମୁଜା,Muskmelon,Melon,Fruit,ଜ,muskmelon,Neutral,2,1,False,Complex
889,ସଫେଦମୁଛ,Guava,Tropical,Fruit,ଛ,guava,Neutral,3,1,False,Simple
890,ଲିଚୁ,Litchi,Tropical,Fruit,ଚ,litchi,Neutral,2,1,False,Medium
891,ଆଙ୍ଗୁର,Grape,Berry,Fruit,ର,grape,Neutral,3,1,False,Simple
892,ସେଓ,Apple,Temperate,Fruit,ଓ,apple,Neutral,2,1,False,Simple
893,ନାସପାତି,Pear,Temperate,Fruit,ତ,pear,Neutral,3,1,False,Simple
894,ଆଲୁବଖାରା,Plum,Stone fruit,Fruit,ର,plum,Neutral,3,1,False,Simple
895,ଚେରି,Cherry,Berry,Fruit,ର,cherry,Neutral,2,1,False,Medium
896,ଷ୍ଟ୍ରବେରୀ,Strawberry,Berry,Fruit,ର,strawberry,Neutral,4,1,False,Complex
897,ରାସ୍ପବେରୀ,Raspberry,Berry,Fruit,ର,raspberry,Neutral,4,1,False,Complex
898,ବ୍ଲୁବେରୀ,Blueberry,Berry,Fruit,ର,blueberry,Neutral,4,1,False,Complex
899,କ୍ରାନ୍ବେରୀ,Cranberry,Berry,Fruit,ର,cranberry,Neutral,5,1,False,Complex
900,କିଉଇ,Kiwi,Tropical,Fruit,ଉଇ,kiwi,Neutral,2,1,False,Simple
901,ଅଭୋକାଡୋ,Avocado,Tropical,Fruit,ଡ,avocado,Neutral,3,1,False,Complex
902,ପୋମେଗ୍ରାନେଟ,Pomegranate,Tropical,Fruit,ଟ,pomegranate,Neutral,6,1,False,Complex
903,ଜାମୁ,Jamun,Tropical,Fruit,ମ,jamun,Neutral,2,1,False,Simple
904,କଟହଳ,Jackfruit,Tropical,Fruit,କଟହଳ,jackfruit,Neutral,1,1,False,Complex
905,ତାଳ,Palm,Palm tree,Tree,ଳ,palm,Neutral,2,1,False,Simple
906,ନଡିଆ,Coconut,Nut,Fruit,ଆ,coconut,Neutral,2,1,False,Complex
907,ସୁପାରୀ,Betel nut,Stimulant,Nut,ର,nut,Neutral,3,2,False,Simple
908,ପାନ,Betel leaf,Stimulant,Leaf,ନ,leaf,Neutral,2,2,False,Simple
909,ଚା,Tea,Beverage,Drink,ଚ,tea,Neutral,1,1,False,Simple
910,କଫି,Coffee,Beverage,Drink,କଫ,coffee,Neutral,1,1,False,Medium
911,ଜୁସ,Juice,Beverage,Drink,ସ,juice,Neutral,2,1,False,Simple
912,ପାଣି,Water,Beverage,Drink,ଣ,water,Neutral,2,1,False,Simple
913,ଦୁଧ,Milk,Beverage,Drink,ଧ,milk,Neutral,2,1,False,Simple
914,ଲସ୍ସି,Lassi,Beverage,Drink,ସ,lassi,Neutral,2,1,False,Simple
915,ଶର୍ବତ,Sherbet,Beverage,Drink,ବତ,sherbet,Neutral,2,1,False,Complex
916,ସୋଡା,Soda,Beverage,Drink,ଡ,soda,Neutral,2,1,False,Simple
917,ଲିମ୍ବୁ ପାଣି,Lemon water,Beverage,Drink,ଣ,water,Neutral,5,2,False,Simple
918,ଛାଚ,Buttermilk,Beverage,Drink,ଚ,buttermilk,Neutral,2,1,False,Complex
919,ମଦ,Alcohol,Beverage,Drink,ମଦ,alcohol,Neutral,1,1,False,Complex
920,ବିସ୍କୁଟ,Biscuit,Snack,Food,ଟ,biscuit,Neutral,4,1,False,Complex
921,କେକ,Cake,Dessert,Food,କ,cake,Neutral,2,1,False,Simple
922,ପେସ୍ଟ୍ରୀ,Pastry,Dessert,Food,ର,pastry,Neutral,4,1,False,Medium
923,ଆଇସ୍କ୍ରିମ,Ice cream,Dessert,Food,ମ,cream,Neutral,4,2,False,Simple
924,ଚକଟା,Chocolate,Sweet,Food,ଚକଟ,chocolate,Neutral,1,1,False,Complex
925,ମିଠାଇ,Sweet,Dessert,Food,ଇ,sweet,Positive,3,1,False,Simple
926,ରସଗୋଲା,Rasgulla,Dessert,Sweet,ଲ,rasgulla,Neutral,2,1,False,Complex
927,ଚେନା ପୋଡା,Chenna poda,Dessert,Sweet,ଡ,poda,Neutral,4,2,False,Simple
928,ଖିରି,Kheer,Dessert,Sweet,ର,kheer,Neutral,2,1,False,Simple
929,ପେଡା,Peda,Dessert,Sweet,ଡ,peda,Neutral,2,1,False,Simple
930,ଲଡ଼ୁ,Laddu,Dessert,Sweet,ଲଡ,laddu,Neutral,1,1,False,Simple
931,ଜିଲେବି,Jalebi,Dessert,Sweet,ବ,jalebi,Neutral,3,1,False,Medium
932,ବରଫି,Barfi,Dessert,Sweet,ବରଫ,barfi,Neutral,1,1,False,Simple
933,ହାଲୁଆ,Halwa,Dessert,Sweet,ଆ,halwa,Neutral,3,1,False,Simple
934,ସଂ,Yes,Agreement,Affirmation,ସ,yes,Positive,1,1,False,Simple
935,ନା,No,Disagreement,Negation,ନ,no,Sad,1,1,False,Simple
936,ହୁଏତ,Maybe,Possibility,Uncertainty,ଏତ,maybe,Neutral,2,1,False,Simple
937,ନିଶ୍ଚୟ,Certainly,Assurance,Certainty,ଚୟ,certainly,Positive,3,1,False,Complex
938,ସମ୍ଭବତଃ,Probably,Likelihood,Probability,ଭବତ,probably,Neutral,2,1,False,Complex
939,କଦାଚିତ,Perhaps,Maybe,Possibility,ତ,perhaps,Neutral,3,1,False,Complex
940,ବାସ୍ତବରେ,Actually,Truth,Reality,ତବର,actually,Neutral,3,1,False,Complex
941,ପ୍ରକୃତରେ,Really,Reality,Truth,ତର,really,Neutral,3,1,False,Medium
942,ନିଶ୍ଚିତ ଭାବରେ,Definitely,Assurance,Certainty,ବର,definitely,Positive,6,1,False,Complex
943,ଅବଶ୍ୟ,Of course,Acceptance,Agreement,ୟ,course,Neutral,2,2,False,Simple
944,ବିଶ୍ୱାସ,Believe,Trust,Faith,ସ,believe,Neutral,4,1,False,Complex
945,ଆଶା,Hope,Expectation,Optimism,ଆଶ,hope,Positive,1,1,False,Simple
946,ପ୍ରେମ,Love,Affection,Emotion,ମ,love,Joyful,3,1,False,Simple
947,ଘୃଣା,Hate,Dislike,Emotion,ଣ,hate,Melancholy,2,1,False,Simple
948,ଭୟ,Fear,Anxiety,Emotion,ଭୟ,fear,Sad,1,1,False,Simple
949,ଖୁସି,Happiness,Joy,Emotion,ସ,happiness,Joyful,2,1,False,Complex
950,ଦୁଃଖ,Sorrow,Sadness,Emotion,ଖ,sorrow,Melancholy,2,1,False,Medium
951,କ୍ରୋଧ,Anger,Rage,Emotion,ଧ,anger,Melancholy,3,1,False,Simple
952,ଶାନ୍ତି,Peace,Calmness,Emotion,ତ,peace,Joyful,3,1,False,Simple
953,ଉତ୍ସାହ,Enthusiasm,Excitement,Emotion,ହ,enthusiasm,Positive,3,1,False,Complex
954,ନିରାଶା,Disappointment,Despair,Emotion,ଶ,disappointment,Melancholy,3,1,False,Complex
955,ଆଶ୍ଚର୍ଯ୍ୟ,Surprise,Amazement,Emotion,ୟ,surprise,Positive,4,1,False,Complex
956,ଲଜ୍ଜା,Shame,Embarrassment,Emotion,ଜ,shame,Sad,2,1,False,Simple
957,ଗର୍ବ,Pride,Self-respect,Emotion,ବ,pride,Positive,2,1,False,Simple
958,ଈର୍ଷା,Jealousy,Envy,Emotion,ଷ,jealousy,Sad,2,1,False,Complex
959,କୃତଜ୍ଞତା,Gratitude,Thankfulness,Emotion,ଞତ,gratitude,Joyful,3,1,False,Complex
960,କ୍ଷମା,Forgiveness,Mercy,Virtue,ଷମ,forgiveness,Positive,2,1,False,Complex
961,ଧୈର୍ଯ୍ୟ,Patience,Tolerance,Virtue,ୟ,patience,Neutral,4,1,False,Complex
962,ସହନଶୀଳତା,Tolerance,Patience,Virtue,ଳତ,tolerance,Positive,2,1,False,Complex
963,ସାହସ,Courage,Bravery,Virtue,ହସ,courage,Positive,2,1,False,Complex
964,ନିଷ୍ଠା,Dedication,Commitment,Virtue,ଠ,dedication,Neutral,3,1,False,Complex
965,ସଚ୍ଚୋଟତା,Honesty,Truthfulness,Virtue,ଟତ,honesty,Positive,3,1,False,Complex
966,ବିଶ୍ୱସ୍ତତା,Loyalty,Faithfulness,Virtue,ତତ,loyalty,Joyful,4,1,False,Complex
967,ଦୟା,Kindness,Compassion,Virtue,ଦୟ,kindness,Positive,1,1,False,Complex
968,ଉଦାରତା,Generosity,Charity,Virtue,ରତ,generosity,Joyful,2,1,False,Complex
969,ବିନୟ,Humility,Modesty,Virtue,ନୟ,humility,Neutral,2,1,False,Complex
970,ସେବା,Service,Help,Virtue,ବ,service,Neutral,2,1,False,Complex
971,ପରୋପକାର,Altruism,Selflessness,Virtue,ର,altruism,Neutral,3,1,False,Complex
972,ସହଯୋଗ,Cooperation,Teamwork,Virtue,ଗ,cooperation,Neutral,2,1,False,Complex
973,ସହାନୁଭୂତି,Sympathy,Compassion,Virtue,ତ,sympathy,Positive,4,1,False,Complex
974,ପ୍ରେମ,Love,Affection,Virtue,ମ,love,Joyful,3,1,False,Simple
975,ଶାନ୍ତି,Peace,Harmony,Virtue,ତ,peace,Joyful,3,1,False,Simple
976,ସତ୍ୟ,Truth,Reality,Virtue,ୟ,truth,Positive,2,1,False,Simple
977,ଅହିଂସା,Non-violence,Peace,Virtue,ସ,violence,Neutral,2,2,False,Complex
978,ସମାନତା,Equality,Fairness,Virtue,ନତ,equality,Neutral,2,1,False,Complex
979,ନ୍ୟାୟ,Justice,Fairness,Virtue,ୟ,justice,Joyful,3,1,False,Complex
980,ସ୍ୱାଧୀନତା,Freedom,Liberty,Virtue,ନତ,freedom,Joyful,4,1,False,Complex
981,ସମ୍ମାନ,Respect,Honor,Virtue,ନ,respect,Positive,3,1,False,Complex
982,ଶିଷ୍ଟାଚାର,Etiquette,Manners,Virtue,ର,etiquette,Neutral,5,1,False,Complex
983,ସଭ୍ୟତା,Civilization,Culture,Society,ୟତ,civilization,Neutral,2,1,False,Complex
984,ସଂସ୍କୃତି,Culture,Tradition,Society,ତ,culture,Neutral,4,1,False,Complex
985,ପରମ୍ପରା,Tradition,Custom,Society,ପର,tradition,Neutral,2,1,False,Complex
986,ଧର୍ମ,Religion,Faith,Society,ମ,religion,Neutral,2,1,False,Complex
987,ଦର୍ଶନ,Philosophy,Wisdom,Knowledge,ଶନ,philosophy,Neutral,2,1,False,Complex
988,ବିଜ୍ଞାନ,Science,Study,Knowledge,ନ,science,Neutral,4,1,False,Complex
989,କଳା,Art,Expression,Creativity,କଳ,art,Neutral,1,1,False,Simple
990,ସାହିତ୍ୟ,Literature,Books,Writing,ୟ,literature,Neutral,4,1,False,Complex
991,ଇତିହାସ,History,Chronicle,Past,ସ,history,Neutral,3,1,False,Complex
992,ଭୂଗୋଳ,Geography,Land,Earth,ଳ,geography,Neutral,3,1,False,Complex
993,ଗଣିତ,Mathematics,Numbers,Calculation,ତ,mathematics,Neutral,2,1,False,Complex
994,ସଂଗୀତ,Music,Harmony,Melody,ତ,music,Neutral,3,1,False,Simple
995,ନୃତ୍ୟ,Dance,Rhythm,Movement,ୟ,dance,Neutral,3,1,False,Simple
996,ନାଟକ,Drama,Play,Theater,ଟକ,drama,Neutral,2,1,False,Simple
997,ଚଳଚ୍ଚିତ୍ର,Cinema,Movie,Film,ର,cinema,Neutral,4,1,False,Medium
998,ଖେଳ,Game,Play,Sport,ଳ,game,Neutral,2,1,False,Simple
999,କ୍ରୀଡା,Sports,Athletics,Game,ଡ,sports,Neutral,3,1,False,Medium
1000,ଶିକ୍ଷା,Education,Knowledge,Learning,ଷ,education,Neutral,3,1,False,Complex
1001,ବିଦ୍ୟାଳୟ,School,Learning,Education,ଳୟ,school,Neutral,4,1,False,Medium
1002,ମହାବିଦ୍ୟାଳୟ,College,Higher learning,Education,ଳୟ,college,Neutral,5,1,False,Complex
1003,ବିଶ୍ୱବିଦ୍ୟାଳୟ,University,Higher education,Education,ଳୟ,university,Neutral,6,1,False,Complex
1004,ଶିକ୍ଷକ,Teacher,Instructor,Education,ଷକ,teacher,Neutral,3,1,False,Complex
1005,ଛାତ୍ର,Student,Learner,Education,ର,student,Neutral,3,1,False,Complex
1006,ପାଠ,Lesson,Study,Education,ଠ,lesson,Neutral,2,1,False,Medium
1007,ପୁସ୍ତକ,Book,Reading,Education,ତକ,book,Neutral,3,1,False,Simple
1008,ଲେଖା,Writing,Composition,Education,ଖ,writing,Neutral,2,1,False,Complex
1009,ପଢା,Reading,Study,Education,ପଢ,reading,Neutral,1,1,False,Complex
1010,ଗଣନା,Calculation,Computation,Mathematics,ଗଣନ,calculation,Neutral,1,1,False,Complex
1011,ପରୀକ୍ଷା,Examination,Test,Education,ଷ,examination,Neutral,3,1,False,Complex
1012,ଡିଗ୍ରୀ,Degree,Qualification,Education,ର,degree,Neutral,3,1,False,Medium
1013,ଜ୍ଞାନ,Knowledge,Learning,Wisdom,ନ,knowledge,Neutral,3,1,False,Complex
1014,ବୁଦ୍ଧି,Intelligence,Wisdom,Mind,ଧ,intelligence,Positive,3,1,False,Complex
1015,ମେଧା,Intellect,Intelligence,Mind,ଧ,intellect,Positive,2,1,False,Complex
1016,ସ୍ମୃତି,Memory,Recollection,Mind,ତ,memory,Neutral,3,1,False,Medium
1017,ଚିନ୍ତା,Thought,Thinking,Mind,ତ,thought,Neutral,3,1,False,Complex
1018,କଳ୍ପନା,Imagination,Creativity,Mind,ପନ,imagination,Neutral,2,1,False,Complex
1019,ଯୋଜନା,Plan,Strategy,Mind,ଜନ,plan,Neutral,2,1,False,Simple
1020,ନିଷ୍ପତ୍ତି,Decision,Choice,Mind,ତ,decision,Neutral,4,1,False,Complex
1021,ସମସ୍ୟା,Problem,Difficulty,Challenge,ୟ,problem,Sad,2,1,False,Complex
1022,ସମାଧାନ,Solution,Answer,Resolution,ନ,solution,Positive,3,1,False,Complex
1023,ପ୍ରଶ୍ନ,Question,Query,Inquiry,ନ,question,Neutral,3,1,False,Complex
1024,ଉତ୍ତର,Answer,Reply,Response,ତର,answer,Neutral,2,1,False,Medium
1025,ଭୁଲ,Mistake,Fault,Error,ଲ,mistake,Sad,2,1,False,Complex
1026,ସଠିକ,Correct,Right,Accuracy,କ,correct,Neutral,2,1,False,Complex
1027,ଭୁଲ,Wrong,Incorrect,Error,ଲ,wrong,Sad,2,1,False,Simple
1028,ସହଜ,Easy,Simple,Simplicity,ସହଜ,easy,Positive,1,1,False,Simple
1029,କଷ୍ଟ,Difficult,Hard,Difficulty,ଟ,difficult,Sad,2,1,False,Complex
1030,ସଫଳ,Successful,Victorious,Achievement,ସଫଳ,successful,Joyful,1,1,False,Complex
1031,ବିଫଳ,Failed,Unsuccessful,Setback,ଫଳ,failed,Melancholy,2,1,False,Medium
1032,ଧନୀ,Rich,Affluent,Wealth,ଧନ,rich,Joyful,1,1,False,Simple
1033,ଗରିବ,Poor,Needy,Poverty,ବ,poor,Sad,2,1,False,Simple
1034,ସୁଖୀ,Happy,Content,Joy,ଖ,happy,Joyful,2,1,False,Simple
1035,ଦୁଃଖୀ,Unhappy,Sad,Sorrow,ଖ,unhappy,Sad,2,1,False,Complex
1036,ସୁସ୍ଥ,Healthy,Well,Health,ଥ,healthy,Positive,3,1,False,Complex
1037,ଅସୁସ୍ଥ,Sick,Unwell,Illness,ଥ,sick,Melancholy,3,1,False,Simple
1038,ଯୁବା,Young,Youth,Age,ବ,young,Neutral,2,1,False,Simple
1039,ବୃଦ୍ଧ,Old,Elderly,Age,ଧ,old,Neutral,3,1,False,Simple
1040,ସୁନ୍ଦର,Beautiful,Lovely,Beauty,ଦର,beautiful,Joyful,3,1,False,Complex
1041,କୁତ୍ସିତ,Ugly,Unattractive,Ugliness,ତ,ugly,Melancholy,4,1,False,Simple
1042,ବଡ,Big,Large,Size,ବଡ,big,Neutral,1,1,False,Simple
1043,ଛୋଟ,Small,Little,Size,ଟ,small,Neutral,2,1,False,Simple
1044,ଲମ୍ବା,Long,Tall,Length,ବ,long,Neutral,2,1,False,Simple
1045,ଚୋଖା,Short,Brief,Length,ଖ,short,Neutral,2,1,False,Simple
1046,ଚଉଡା,Wide,Broad,Width,ଚଉଡ,wide,Neutral,1,1,False,Simple
1047,ସରୁ,Narrow,Thin,Width,ସର,narrow,Neutral,1,1,False,Medium
1048,ଗଭୀର,Deep,Profound,Depth,ର,deep,Neutral,2,1,False,Simple
1049,ଉଚ୍ଚ,High,Tall,Height,ଚ,high,Neutral,2,1,False,Simple
1050,ନିମ୍ନ,Low,Short,Height,ନ,low,Sad,3,1,False,Simple
1051,ଭାରୀ,Heavy,Weighty,Weight,ର,heavy,Neutral,2,1,False,Simple
1052,ହାଲୁକା,Light,Weightless,Weight,କ,light,Neutral,3,1,False,Simple
1053,ଦୃଢ,Strong,Powerful,Strength,ଢ,strong,Joyful,2,1,False,Medium
1054,ଦୁର୍ବଳ,Weak,Frail,Weakness,ବଳ,weak,Sad,3,1,False,Simple
1055,କଠିନ,Hard,Solid,Hardness,ନ,hard,Sad,2,1,False,Simple
1056,ନରମ,Soft,Gentle,Softness,ନରମ,soft,Neutral,1,1,False,Simple
1057,ଉଷ୍ମ,Hot,Warm,Temperature,ମ,hot,Neutral,2,1,False,Simple
1058,ଶୀତଳ,Cold,Cool,Temperature,ତଳ,cold,Neutral,2,1,False,Simple
1059,ଗରମ,Warm,Hot,Temperature,ଗରମ,warm,Positive,1,1,False,Simple
1060,ଥଣ୍ଡା,Cool,Cold,Temperature,ଡ,cool,Positive,2,1,False,Simple
1061,ଶୁଖିଲା,Dry,Arid,Moisture,ଲ,dry,Neutral,3,1,False,Simple
1062,ଓଦା,Wet,Damp,Moisture,ଓଦ,wet,Neutral,1,1,False,Simple
1063,ସଫା,Clean,Pure,Cleanliness,ସଫ,clean,Positive,1,1,False,Simple
1064,ମଇଳା,Dirty,Unclean,Dirt,ମଇଳ,dirty,Sad,1,1,False,Simple
1065,ସଜା,Decorated,Adorned,Decoration,ସଜ,decorated,Neutral,1,1,False,Complex
1066,ଖୋଲା,Open,Unclosed,State,ଲ,open,Neutral,2,1,False,Simple
1067,ବନ୍ଦ,Closed,Shut,State,ଦ,closed,Neutral,2,1,False,Medium
1068,ନୂଆ,New,Fresh,Age,ଆ,new,Neutral,2,1,False,Simple
1069,ପୁରୁଣା,Old,Ancient,Age,ଣ,old,Neutral,3,1,False,Simple
1070,ଆଧୁନିକ,Modern,Contemporary,Time,କ,modern,Neutral,3,1,False,Medium
1071,ପ୍ରାଚୀନ,Ancient,Old,Time,ନ,ancient,Neutral,4,1,False,Complex
1072,ତାଜା,Fresh,New,Condition,ଜ,fresh,Positive,2,1,False,Simple
1073,ବାସି,Stale,Old,Condition,ସ,stale,Neutral,2,1,False,Simple
1074,ମିଠା,Sweet,Sweetened,Taste,ଠ,sweet,Positive,2,1,False,Simple
1075,ଖଟା,Sour,Acidic,Taste,ଖଟ,sour,Neutral,1,1,False,Simple
1076,ଲୁଣିଆ,Salty,Salt,Taste,ଆ,salty,Neutral,3,1,False,Simple
1077,କଡା,Bitter,Acrid,Taste,କଡ,bitter,Sad,1,1,False,Medium
1078,ମସଲାଦାର,Spicy,Hot,Taste,ର,spicy,Neutral,3,1,False,Simple
1079,ସୁଗନ୍ଧିତ,Fragrant,Aromatic,Smell,ତ,fragrant,Neutral,4,1,False,Complex
1080,ଦୁର୍ଗନ୍ଧ,Foul smell,Stinky,Smell,ଧ,smell,Neutral,4,2,False,Simple
1081,ଉଜ୍ଜ୍ୱଳ,Bright,Shining,Light,ୱଳ,bright,Positive,3,1,False,Medium
1082,ଅନ୍ଧକାର,Dark,Black,Light,ର,dark,Neutral,3,1,False,Simple
1083,ଚିକ୍କଣ,Smooth,Even,Texture,କଣ,smooth,Neutral,3,1,False,Medium
1084,ଖଦଡା,Rough,Uneven,Texture,ଖଦଡ,rough,Neutral,1,1,False,Simple
1085,ଚିକ୍କଣ,Slippery,Smooth,Texture,କଣ,slippery,Neutral,3,1,False,Complex
1086,ଶବ୍ଦହୀନ,Silent,Quiet,Sound,ନ,silent,Neutral,3,1,False,Medium
1087,ଗର୍ଜନ,Noisy,Loud,Sound,ଜନ,noisy,Sad,2,1,False,Simple
1088,ସୁସ୍ଥ,Healthy,Well,Health,ଥ,healthy,Positive,3,1,False,Complex
1089,ରୋଗୀ,Sick,Ill,Health,ଗ,sick,Melancholy,2,1,False,Simple
1090,ସକ୍ରିୟ,Active,Energetic,Activity,ୟ,active,Positive,3,1,False,Medium
1091,ନିଷ୍କ୍ରିୟ,Inactive,Passive,Activity,ୟ,inactive,Neutral,5,1,False,Complex
1092,ବ୍ୟସ୍ତ,Busy,Occupied,Activity,ତ,busy,Neutral,3,1,False,Simple
1093,ଅଳସ,Lazy,Idle,Activity,ଅଳସ,lazy,Sad,1,1,False,Simple
1094,ଚତୁର,Clever,Smart,Intelligence,ର,clever,Positive,2,1,False,Medium
1095,ମୂର୍ଖ,Foolish,Stupid,Intelligence,ଖ,foolish,Sad,3,1,False,Complex
1096,ବିଦ୍ୱାନ,Learned,Scholar,Knowledge,ନ,learned,Neutral,4,1,False,Complex
1097,ଅଜ୍ଞ,Ignorant,Uneducated,Knowledge,ଞ,ignorant,Sad,2,1,False,Complex
1098,ଧାର୍ମିକ,Religious,Devout,Religion,କ,religious,Neutral,4,1,False,Complex
1099,ନାସ୍ତିକ,Atheist,Non-believer,Religion,କ,atheist,Neutral,4,1,False,Complex
1100,ସାଧୁ,Saint,Holy,Virtue,ଧ,saint,Neutral,2,1,False,Simple
1101,ପାପୀ,Sinner,Wrongdoer,Vice,ପ,sinner,Neutral,2,1,False,Medium
1102,ସତ୍ୟବାଦୀ,Truthful,Honest,Honesty,ଦ,truthful,Positive,3,1,False,Complex
1103,ମିଥ୍ୟାବାଦୀ,Liar,Deceiver,Dishonesty,ଦ,liar,Melancholy,5,1,False,Simple
1104,ବିଶ୍ୱସ୍ତ,Loyal,Faithful,Loyalty,ତ,loyal,Positive,4,1,False,Simple
1105,ବିଶ୍ୱାସଘାତକ,Traitor,Disloyal,Betrayal,ତକ,traitor,Neutral,5,1,False,Complex
1106,ଦୟାଳୁ,Kind,Compassionate,Kindness,ଳ,kind,Joyful,2,1,False,Simple
1107,ନିଷ୍ଠୁର,Cruel,Heartless,Cruelty,ର,cruel,Melancholy,4,1,False,Simple
1108,ଉଦାର,Generous,Charitable,Generosity,ର,generous,Joyful,2,1,False,Complex
1109,କୃପଣ,Miser,Greedy,Stinginess,ପଣ,miser,Sad,2,1,False,Simple
1110,ବିନୟୀ,Humble,Modest,Humility,ନୟ,humble,Neutral,2,1,False,Medium
1111,ଅହଂକାରୀ,Proud,Arrogant,Pride,ର,proud,Positive,3,1,False,Simple
1112,ଧୈର୍ଯ୍ୟଶୀଳ,Patient,Tolerant,Patience,ଳ,patient,Neutral,5,1,False,Complex
1113,ଅଧୀର,Impatient,Restless,Impatience,ର,impatient,Sad,2,1,False,Complex
1114,ସାହସୀ,Brave,Courageous,Courage,ହସ,brave,Joyful,2,1,False,Simple
1115,କାପୁରୁଷ,Coward,Timid,Fear,ଷ,coward,Sad,4,1,False,Medium
1116,ଶାନ୍ତ,Peaceful,Calm,Peace,ତ,peaceful,Positive,3,1,False,Complex
1117,ଉଗ୍ର,Violent,Aggressive,Violence,ର,violent,Melancholy,2,1,False,Complex
1118,ସହନଶୀଳ,Tolerant,Patient,Tolerance,ଳ,tolerant,Positive,2,1,False,Complex
1119,ଅସହିଷ୍ଣୁ,Intolerant,Impatient,Intolerance,ଣ,intolerant,Neutral,3,1,False,Complex
1120,ପରିଶ୍ରମୀ,Hardworking,Diligent,Work,ରମ,hardworking,Neutral,3,1,False,Complex
1121,ଆଳସୀ,Lazy,Idle,Laziness,ଆଳସ,lazy,Sad,1,1,False,Simple
