poem_id,line_number,previous_scheme,english_line,line_ending_word,rhyme_scheme_label,total_lines_in_poem,stanza_pattern
105,4,STARTABC,Grown old before my time,time,D,4,ABCD
106,1,START,Twice I have stood a beggar,beggar,A,4,ABCD
106,2,STARTA,Before the door of God,god,B,4,ABCD
106,3,STARTAB,Angels twice descending,descending,C,4,ABCD
106,4,STARTABC,Redeemed my heavy load,load,D,4,ABCD
107,1,START,That's my last Duchess painted on the wall,wall,A,4,AABB
107,2,STARTA,Looking as if she were alive I call,call,A,4,AABB
107,3,STARTAA,That piece a wonder now Fra Pandolf's hands,hands,B,4,AABB
107,4,STARTAAB,Worked busily a day and there she stands,stands,B,4,AABB
108,1,START,Grow old along with me,me,A,4,ABCD
108,2,STARTA,The best is yet to be,be,B,4,ABCD
108,3,STARTAB,The last of life for which the first was made,made,C,4,ABCD
108,4,STARTABC,Our times are in his hand,hand,D,4,ABCD
109,1,START,The year's at the spring,spring,A,4,ABCD
109,2,STARTA,And day's at the morn,morn,B,4,ABCD
109,3,STARTAB,Morning's at seven,seven,C,4,ABCD
109,4,STARTABC,The hillside's dew pearled,pearled,D,4,ABCD
110,1,START,Just for a handful of silver he left us,us,A,4,ABAC
110,2,STARTA,Just for a riband to stick in his coat,coat,B,4,ABAC
110,3,STARTAB,Found the one gift of which fortune bereft us,us,A,4,ABAC
110,4,STARTABA,Lost all the others she lets us devote,devote,C,4,ABAC
111,1,START,Oh to be in England,england,A,4,ABAC
111,2,STARTA,Now that April's there,there,B,4,ABAC
111,3,STARTAB,And whoever wakes in England,england,A,4,ABAC
111,4,STARTABA,Sees some morning unaware,unaware,C,4,ABAC
112,1,START,Fear death to feel the fog in my throat,throat,A,4,ABCD
112,2,STARTA,The mist in my face,face,B,4,ABCD
112,3,STARTAB,When the snows begin and the blasts denote,denote,C,4,ABCD
112,4,STARTABC,I am nearing the place,place,D,4,ABCD
113,1,START,Listen my children and you shall hear,hear,A,4,ABCD
113,2,STARTA,Of the midnight ride of Paul Revere,revere,B,4,ABCD
113,3,STARTAB,On the eighteenth of April in seventy five,five,C,4,ABCD
113,4,STARTABC,Hardly a man is now alive,alive,D,4,ABCD
114,1,START,By the shores of Gitche Gumee,gumee,A,4,ABCC
114,2,STARTA,By the shining Big Sea Water,water,B,4,ABCC
114,3,STARTAB,Stood the wigwam of Nokomis,nokomis,C,4,ABCC
114,4,STARTABC,Daughter of the Moon Nokomis,nokomis,C,4,ABCC
115,1,START,The day is done and the darkness,darkness,A,4,ABCB
115,2,STARTA,Falls from the wings of Night,night,B,4,ABCB
115,3,STARTAB,As a feather is wafted downward,downward,C,4,ABCB
115,4,STARTABC,From an eagle in his flight,flight,B,4,ABCB
116,1,START,Tell me not in mournful numbers,numbers,A,4,ABAC
116,2,STARTA,Life is but an empty dream,dream,B,4,ABAC
116,3,STARTAB,For the soul is dead that slumbers,slumbers,A,4,ABAC
116,4,STARTABA,And things are not what they seem,seem,C,4,ABAC
117,1,START,I shot an arrow into the air,air,A,4,ABCC
117,2,STARTA,It fell to earth I knew not where,where,B,4,ABCC
117,3,STARTAB,For so swiftly it flew the sight,sight,C,4,ABCC
117,4,STARTABC,Could not follow it in its flight,flight,C,4,ABCC
118,1,START,Between the dark and the daylight,daylight,A,4,ABCD
118,2,STARTA,When the night is beginning to lower,lower,B,4,ABCD
118,3,STARTAB,Comes a pause in the day's occupations,occupations,C,4,ABCD
118,4,STARTABC,That is known as the Children's Hour,hour,D,4,ABCD
119,1,START,Under a spreading chestnut tree,tree,A,4,ABCB
119,2,STARTA,The village smithy stands,stands,B,4,ABCB
119,3,STARTAB,The smith a mighty man is he,he,C,4,ABCB
119,4,STARTABC,With large and sinewy hands,hands,B,4,ABCB
120,1,START,The shades of night were falling fast,fast,A,4,ABCD
120,2,STARTA,As through an Alpine village passed,passed,B,4,ABCD
120,3,STARTAB,A youth who bore mid snow and ice,ice,C,4,ABCD
120,4,STARTABC,A banner with the strange device,device,D,4,ABCD
121,1,START,This is the forest primeval the murmuring pines and the hemlocks,hemlocks,A,4,ABCD
121,2,STARTA,Bearded with moss and in garments green indistinct in the twilight,twilight,B,4,ABCD
121,3,STARTAB,Stand like Druids of eld with voices sad and prophetic,prophetic,C,4,ABCD
121,4,STARTABC,Stand like harpers hoar with beards that rest on their bosoms,bosoms,D,4,ABCD
122,1,START,Ships that pass in the night and speak each other in passing,passing,A,4,ABCD
122,2,STARTA,Only a signal shown and a distant voice in the darkness,darkness,B,4,ABCD
122,3,STARTAB,So on the ocean of life we pass and speak one another,another,C,4,ABCD
122,4,STARTABC,Only a look and a voice then darkness again and a silence,silence,D,4,ABCD
123,1,START,Had I the heavens embroidered cloths,cloths,A,4,ABAB
123,2,STARTA,Enwrought with golden and silver light,light,B,4,ABAB
123,3,STARTAB,The blue and the dim and the dark cloths,cloths,A,4,ABAB
123,4,STARTABA,Of night and light and the half light,light,B,4,ABAB
124,1,START,When you are old and gray and full of sleep,sleep,A,4,ABBA
124,2,STARTA,And nodding by the fire take down this book,book,B,4,ABBA
124,3,STARTAB,And slowly read and dream of the soft look,look,B,4,ABBA
124,4,STARTABB,Your eyes had once and of their shadows deep,deep,A,4,ABBA
125,1,START,Turning and turning in the widening gyre,gyre,A,4,ABCD
125,2,STARTA,The falcon cannot hear the falconer,falconer,B,4,ABCD
125,3,STARTAB,Things fall apart the center cannot hold,hold,C,4,ABCD
125,4,STARTABC,Mere anarchy is loosed upon the world,world,D,4,ABCD
126,1,START,I will arise and go now and go to Innisfree,innisfree,A,4,ABCD
126,2,STARTA,And a small cabin build there of clay and wattles made,made,B,4,ABCD
126,3,STARTAB,Nine bean rows will I have there a hive for the honey bee,bee,C,4,ABCD
126,4,STARTABC,And live alone in the bee loud glade,glade,D,4,ABCD
127,1,START,That is no country for old men The young,young,A,4,ABCD
127,2,STARTA,In one another's arms birds in the trees,trees,B,4,ABCD
127,3,STARTAB,Those dying generations at their song,song,C,4,ABCD
127,4,STARTABC,The salmon falls the mackerel crowded seas,seas,D,4,ABCD
128,1,START,A sudden blow the great wings beating still,still,A,4,ABAC
128,2,STARTA,Above the staggering girl her thighs caressed,caressed,B,4,ABAC
128,3,STARTAB,By the dark webs her nape caught in his bill,bill,A,4,ABAC
128,4,STARTABA,He holds her helpless breast upon his breast,breast,C,4,ABAC
129,1,START,I know that I shall meet my fate,fate,A,4,ABCD
129,2,STARTA,Somewhere among the clouds above,above,B,4,ABCD
129,3,STARTAB,Those that I fight I do not hate,hate,C,4,ABCD
129,4,STARTABC,Those that I guard I do not love,love,D,4,ABCD
130,1,START,Many ingenious lovely things are gone,gone,A,4,ABCD
130,2,STARTA,That seemed sheer miracle to the multitude,multitude,B,4,ABCD
130,3,STARTAB,Protected from the circle of the moon,moon,C,4,ABCD
130,4,STARTABC,That pitches common things about,about,D,4,ABCD
131,1,START,O but we talked at large before,before,A,4,ABCB
131,2,STARTA,The sixteen men were shot,shot,B,4,ABCB
131,3,STARTAB,But who can talk of give and take,take,C,4,ABCB
131,4,STARTABC,What should be and what not,not,B,4,ABCB
132,1,START,I will not in the grave go down,down,A,4,ABCD
132,2,STARTA,Where there's no work nor scheme nor thought,thought,B,4,ABCD
132,3,STARTAB,But I will go down to the clay,clay,C,4,ABCD
132,4,STARTABC,And leave my anger there,there,D,4,ABCD
133,1,START,When the Present has latched its postern behind my tremulous stay,stay,A,4,ABAB
133,2,STARTA,And the May month flaps its glad green leaves like wings,wings,B,4,ABAB
133,3,STARTAB,Delicate filmed as new spun silk will the neighbors say,say,A,4,ABAB
133,4,STARTABA,He was a man who used to notice such things,things,B,4,ABAB
134,1,START,I leant upon a coppice gate,gate,A,4,ABCB
134,2,STARTA,When Frost was spectre gray,gray,B,4,ABCB
134,3,STARTAB,And Winter's dregs made desolate,desolate,C,4,ABCB
134,4,STARTABC,The weakening eye of day,day,B,4,ABCB
135,1,START,Woman much missed how you call to me call to me,me,A,4,ABCD
135,2,STARTA,Saying that now you are not as you were,were,B,4,ABCD
135,3,STARTAB,When you had changed from the one who was all to me,me,C,4,ABCD
135,4,STARTABC,But as at first when our day was fair,fair,D,4,ABCD
136,1,START,Only a man harrowing clods,clods,A,4,ABAB
136,2,STARTA,In a slow silent walk,walk,B,4,ABAB
136,3,STARTAB,With an old horse that stumbles and nods,nods,A,4,ABAB
136,4,STARTABA,Half asleep as they stalk,stalk,B,4,ABAB
137,1,START,I went by the Druid stone,stone,A,4,ABCD
137,2,STARTA,That broods in the garden white and lone,lone,B,4,ABCD
137,3,STARTAB,And I stopped and looked at the shifting shadows,shadows,C,4,ABCD
137,4,STARTABC,That at some moments fall thereon,thereon,D,4,ABCD
138,1,START,And now comes the Peace dismissing,dismissing,A,4,ABAC
138,2,STARTA,The ache of nothing to do,do,B,4,ABAC
138,3,STARTAB,And I shall grow old by missing,missing,A,4,ABAC
138,4,STARTABA,The heaven that once I knew,knew,C,4,ABAC
139,1,START,Loveliest of trees the cherry now,now,A,4,ABCD
139,2,STARTA,Is hung with bloom along the bough,bough,B,4,ABCD
139,3,STARTAB,And stands about the woodland ride,ride,C,4,ABCD
139,4,STARTABC,Wearing white for Eastertide,eastertide,D,4,ABCD
140,1,START,When I was one and twenty,twenty,A,4,ABCB
140,2,STARTA,I heard a wise man say,say,B,4,ABCB
140,3,STARTAB,Give crowns and pounds and guineas,guineas,C,4,ABCB
140,4,STARTABC,But not your heart away,away,B,4,ABCB
141,1,START,With rue my heart is laden,laden,A,4,ABAB
141,2,STARTA,For golden friends I had,had,B,4,ABAB
141,3,STARTAB,For many a rose lipt maiden,maiden,A,4,ABAB
141,4,STARTABA,And many a lightfoot lad,lad,B,4,ABAB
142,1,START,Into my heart an air that kills,kills,A,4,ABAC
142,2,STARTA,From yon far country blows,blows,B,4,ABAC
142,3,STARTAB,What are those blue remembered hills,hills,A,4,ABAC
142,4,STARTABA,What spires what farms are those,those,C,4,ABAC
143,1,START,The time you won your town the race,race,A,4,ABCD
143,2,STARTA,We chaired you through the market place,place,B,4,ABCD
143,3,STARTAB,Man and boy stood cheering by,by,C,4,ABCD
143,4,STARTABC,And home we brought you shoulder high,high,D,4,ABCD
144,1,START,On the idle hill of summer,summer,A,4,ABAB
144,2,STARTA,Sleepy with the flow of streams,streams,B,4,ABAB
144,3,STARTAB,Far I hear the steady drummer,drummer,A,4,ABAB
144,4,STARTABA,Drumming like a noise in dreams,dreams,B,4,ABAB
145,1,START,If you can keep your head when all about you,you,A,4,ABCD
145,2,STARTA,Are losing theirs and blaming it on you,you,B,4,ABCD
145,3,STARTAB,If you can trust yourself when all men doubt you,you,C,4,ABCD
145,4,STARTABC,But make allowance for their doubting too,too,D,4,ABCD
146,1,START,You may talk o' gin and beer,beer,A,4,ABCA
146,2,STARTA,When you're quartered safe out 'ere,'ere,B,4,ABCA
146,3,STARTAB,An' you're sent to penny fights an' Aldershot it,it,C,4,ABCA
146,4,STARTABC,But when it comes to slaughter,slaughter,A,4,ABCA
147,1,START,Oh East is East and West is West,west,A,4,ABCD
147,2,STARTA,And never the twain shall meet,meet,B,4,ABCD
147,3,STARTAB,Till Earth and Sky stand presently,presently,C,4,ABCD
147,4,STARTABC,At God's great Judgment Seat,seat,D,4,ABCD
148,1,START,I have eaten your bread and salt,salt,A,4,ABCD
148,2,STARTA,I have drunk your water and wine,wine,B,4,ABCD
148,3,STARTAB,The deaths ye died I have watched beside,beside,C,4,ABCD
148,4,STARTABC,And the lives that ye led were mine,mine,D,4,ABCD
149,1,START,For the strength of the Pack is the Wolf and the strength of the Wolf is the Pack,pack,A,3,ABB
149,2,STARTA,Wash daily from nose tip to tail tip drink deeply but never too deep,deep,B,3,ABB
149,3,STARTAB,And remember the night is for hunting and forget not the day is for sleep,sleep,B,3,ABB
150,1,START,When the Himalayan peasant meets the he bear in his pride,pride,A,2,AB
150,2,STARTA,He shouts to scare the monster who will often turn aside,aside,B,2,AB
151,1,START,Stop all the clocks cut off the telephone,telephone,A,4,ABCD
151,2,STARTA,Prevent the dog from barking with a juicy bone,bone,B,4,ABCD
151,3,STARTAB,Silence the pianos and with muffled drum,drum,C,4,ABCD
151,4,STARTABC,Bring out the coffin let the mourners come,come,D,4,ABCD
152,1,START,About suffering they were never wrong,wrong,A,4,ABCD
152,2,STARTA,The Old Masters how well they understood,understood,B,4,ABCD
152,3,STARTAB,Its human position how it takes place,place,C,4,ABCD
152,4,STARTABC,While someone else is eating or opening a window,window,D,4,ABCD
153,1,START,Lay your sleeping head my love,love,A,4,ABCD
153,2,STARTA,Human on my faithless arm,arm,B,4,ABCD
153,3,STARTAB,Time and fevers burn away,away,C,4,ABCD
153,4,STARTABC,Individual beauty from,from,D,4,ABCD
154,1,START,He was my North my South my East and West,west,A,4,AABB
154,2,STARTA,My working week and my Sunday rest,rest,A,4,AABB
154,3,STARTAA,My noon my midnight my talk my song,song,B,4,AABB
154,4,STARTAAB,I thought that love would last for ever I was wrong,wrong,B,4,AABB
155,1,START,The earth turns over our side feels the cold,cold,A,4,ABCD
155,2,STARTA,And evening sinks to ruin the bright air,air,B,4,ABCD
155,3,STARTAB,The stars are setting in the lonely sky,sky,C,4,ABCD
155,4,STARTABC,And the nightingale complains she will not die,die,D,4,ABCD
156,1,START,Look stranger at this island now,now,A,4,ABCD
156,2,STARTA,The leaping light for your delight discovers,discovers,B,4,ABCD
156,3,STARTAB,Stand stable here and silent be,be,C,4,ABCD
156,4,STARTABC,That through the channels of the ear,ear,D,4,ABCD
157,1,START,Do not go gentle into that good night,night,A,4,ABAA
157,2,STARTA,Old age should burn and rave at close of day,day,B,4,ABAA
157,3,STARTAB,Rage rage against the dying of the light,light,A,4,ABAA
157,4,STARTABA,Though wise men at their end know dark is right,right,A,4,ABAA
158,1,START,The force that through the green fuse drives the flower,flower,A,4,ABAC
158,2,STARTA,Drives my green age that blasts the roots of trees,trees,B,4,ABAC
158,3,STARTAB,Is my destroyer,destroyer,A,4,ABAC
158,4,STARTABA,And I am dumb to tell the crooked rose,rose,C,4,ABAC
159,1,START,Now as I was young and easy under the apple boughs,boughs,A,4,ABCD
159,2,STARTA,About the lilting house and happy as the grass was green,green,B,4,ABCD
159,3,STARTAB,The night above the dingle starry,starry,C,4,ABCD
159,4,STARTABC,Time let me hail and climb,climb,D,4,ABCD
160,1,START,And death shall have no dominion,dominion,A,4,ABAC
160,2,STARTA,Dead men naked they shall be one,one,B,4,ABAC
160,3,STARTAB,With the man in the wind and the west moon,moon,A,4,ABAC
160,4,STARTABA,When their bones are picked clean and the clean bones gone,gone,C,4,ABAC
161,1,START,Light breaks where no sun shines,shines,A,4,ABAC
161,2,STARTA,Where no sea runs the waters of the heart,heart,B,4,ABAC
161,3,STARTAB,Push in their tides,tides,A,4,ABAC
161,4,STARTABA,And the dead waxes burn,burn,C,4,ABAC
162,1,START,It is the sinners' dust tongued bell claps me to churches,churches,A,3,ABC
162,2,STARTA,The calling of the holy sea boys the religious wind,wind,B,3,ABC
162,3,STARTAB,The cloud backed and folded mountains the whole landscape,landscape,C,3,ABC
163,1,START,anyone lived in a pretty how town,town,A,4,AABC
163,2,STARTA,with up so floating many bells down,down,A,4,AABC
163,3,STARTAA,spring summer autumn winter,winter,B,4,AABC
163,4,STARTAAB,he sang his didn't he danced his did,did,C,4,AABC
164,1,START,i carry your heart with me i carry it in,in,A,4,ABCD
164,2,STARTA,my heart i am never without it anywhere,anywhere,B,4,ABCD
164,3,STARTAB,i go you go my dear and whatever is done,done,C,4,ABCD
164,4,STARTABC,by only me is your doing my darling,darling,D,4,ABCD
165,1,START,somewhere i have never travelled gladly beyond,beyond,A,4,ABCD
165,2,STARTA,any experience your eyes have their silence,silence,B,4,ABCD
165,3,STARTAB,in your most frail gesture are things which enclose me,me,C,4,ABCD
165,4,STARTABC,or which i cannot touch because they are too near,near,D,4,ABCD
166,1,START,in Just spring when the world is mud luscious the little,little,A,3,ABC
166,2,STARTA,lame balloonman whistles far and wee,wee,B,3,ABC
166,3,STARTAB,and eddieandbill come running from marbles and piracies,piracies,C,3,ABC
167,1,START,the moon looked into my window,window,A,3,ABC
167,2,STARTA,it touched me with its small hands,hands,B,3,ABC
167,3,STARTAB,and with curling infantile fingers it crept over my face,face,C,3,ABC
168,1,START,love is more thicker than forget,forget,A,4,ABAC
168,2,STARTA,more thinner than recall,recall,B,4,ABAC
168,3,STARTAB,more seldom than a wave is wet,wet,A,4,ABAC
168,4,STARTABA,more frequent than to fail,fail,C,4,ABAC
169,1,START,What happens to a dream deferred,deferred,A,4,ABCD
169,2,STARTA,Does it dry up,up,B,4,ABCD
169,3,STARTAB,like a raisin in the sun,sun,C,4,ABCD
169,4,STARTABC,Or fester like a sore,sore,D,4,ABCD
170,1,START,I've known rivers,rivers,A,4,ABCA
170,2,STARTA,I've known rivers ancient as the world,world,B,4,ABCA
170,3,STARTAB,and older than the flow of human blood in human veins,veins,C,4,ABCA
170,4,STARTABC,My soul has grown deep like the rivers,rivers,A,4,ABCA
171,1,START,Hold fast to dreams,dreams,A,4,ABCD
171,2,STARTA,For if dreams die,die,B,4,ABCD
171,3,STARTAB,Life is a broken winged bird,bird,C,4,ABCD
171,4,STARTABC,That cannot fly,fly,D,4,ABCD
172,1,START,Life for me ain't been no crystal stair,stair,A,4,ABCD
172,2,STARTA,It's had tacks in it,it,B,4,ABCD
172,3,STARTAB,And splinters,splinters,C,4,ABCD
172,4,STARTABC,And boards torn up,up,D,4,ABCD
173,1,START,I too sing America,america,A,4,ABCD
173,2,STARTA,I am the darker brother,brother,B,4,ABCD
173,3,STARTAB,They send me to eat in the kitchen,kitchen,C,4,ABCD
173,4,STARTABC,When company comes,comes,D,4,ABCD
174,1,START,The night is beautiful,beautiful,A,4,ABAC
174,2,STARTA,So the faces of my people,people,B,4,ABAC
174,3,STARTAB,The stars are beautiful,beautiful,A,4,ABAC
174,4,STARTABA,So the eyes of my people,people,C,4,ABAC
175,1,START,Dreams are like a bird of fire,fire,A,4,ABCB
175,2,STARTA,That flies through the night,night,B,4,ABCB
175,3,STARTAB,And lights up the darkness,darkness,C,4,ABCB
175,4,STARTABC,With its brilliant light,light,B,4,ABCB
176,1,START,In the morning I rise,rise,A,4,ABCD
176,2,STARTA,With the sun in my eyes,eyes,B,4,ABCD
176,3,STARTAB,And I think of the dreams,dreams,C,4,ABCD
176,4,STARTABC,That have yet to be realized,realized,D,4,ABCD
177,1,START,Whose woods these are I think I know,know,A,4,ABCA
177,2,STARTA,His house is in the village though,though,B,4,ABCA
177,3,STARTAB,He will not see me stopping here,here,C,4,ABCA
177,4,STARTABC,To watch his woods fill up with snow,snow,A,4,ABCA
178,1,START,Nature's first green is gold,gold,A,4,AABC
178,2,STARTA,Her hardest hue to hold,hold,A,4,AABC
178,3,STARTAA,Her early leaf's a flower,flower,B,4,AABC
178,4,STARTAAB,But only so an hour,hour,C,4,AABC
179,1,START,Something there is that doesn't love a wall,wall,A,4,ABCD
179,2,STARTA,That sends the frozen ground swell under it,it,B,4,ABCD
179,3,STARTAB,And spills the upper boulders in the sun,sun,C,4,ABCD
179,4,STARTABC,And makes gaps even two can pass abreast,abreast,D,4,ABCD
180,1,START,I have been one acquainted with the night,night,A,4,ABAC
180,2,STARTA,I have walked out in rain and back in rain,rain,B,4,ABAC
180,3,STARTAB,I have outwalked the furthest city light,light,A,4,ABAC
180,4,STARTABA,I have looked down the saddest city lane,lane,C,4,ABAC
181,1,START,Two roads diverged in a yellow wood,wood,A,4,ABAC
181,2,STARTA,And sorry I could not travel both,both,B,4,ABAC
181,3,STARTAB,And be one traveler long I stood,stood,A,4,ABAC
181,4,STARTABA,And looked down one as far as I could,could,C,4,ABAC
182,1,START,The rain to the wind said,said,A,4,ABCB
182,2,STARTA,You push and I'll pelt,pelt,B,4,ABCB
182,3,STARTAB,They so smote the garden bed,bed,C,4,ABCB
182,4,STARTABC,That the flowers actually knelt,knelt,B,4,ABCB
183,1,START,Love at the lips was touch,touch,A,4,ABAC
183,2,STARTA,As sweet as I could bear,bear,B,4,ABAC
183,3,STARTAB,And once that seemed too much,much,A,4,ABAC
183,4,STARTABA,I lived on air,air,C,4,ABAC
184,1,START,The way a crow,crow,A,4,ABAC
184,2,STARTA,Shook down on me,me,B,4,ABAC
184,3,STARTAB,A dust of snow,snow,A,4,ABAC
184,4,STARTABA,From a hemlock tree,tree,C,4,ABAC
185,1,START,The river flows beneath the bridge,bridge,A,4,ABCD
185,2,STARTA,Through valleys green and wide,wide,B,4,ABCD
185,3,STARTAB,Past ancient stones on every ridge,ridge,C,4,ABCD
185,4,STARTABC,Where secrets gently hide,hide,D,4,ABCD
186,1,START,Morning breaks with golden light,light,A,4,ABAB
186,2,STARTA,Across the sleeping town,town,B,4,ABAB
186,3,STARTAB,Stars fade into the night,night,A,4,ABAB
186,4,STARTABA,As sun comes dancing down,down,B,4,ABAB
187,1,START,In gardens where the roses grow,grow,A,4,ABAB
187,2,STARTA,And butterflies take flight,flight,B,4,ABAB
187,3,STARTAB,The gentle breezes softly blow,blow,A,4,ABAB
187,4,STARTABA,From morning until night,night,B,4,ABAB
188,1,START,The mountain stands so tall and proud,proud,A,4,ABAB
188,2,STARTA,Its peak wrapped in the snow,snow,B,4,ABAB
188,3,STARTAB,While eagles circle in the cloud,cloud,A,4,ABAB
188,4,STARTABA,And rivers run below,below,B,4,ABAB
189,1,START,The ocean waves crash on the shore,shore,A,4,ABCD
189,2,STARTA,With rhythm old as time,time,B,4,ABCD
189,3,STARTAB,They've done this dance a million times before,before,C,4,ABCD
189,4,STARTABC,In patterns so sublime,sublime,D,4,ABCD
190,1,START,Through autumn leaves of gold and red,red,A,4,ABCB
190,2,STARTA,The pathway winds its way,way,B,4,ABCB
190,3,STARTAB,Where many travelers once have tread,tread,C,4,ABCB
190,4,STARTABC,On this October day,day,B,4,ABCB
191,1,START,The lighthouse stands against the storm,storm,A,4,ABCB
191,2,STARTA,A beacon in the night,night,B,4,ABCB
191,3,STARTAB,Its message clear and bright and warm,warm,C,4,ABCB
191,4,STARTABC,Guiding ships to light,light,B,4,ABCB
192,1,START,In fields of wheat that wave and bend,bend,A,4,ABAC
192,2,STARTA,Beneath the summer sky,sky,B,4,ABAC
192,3,STARTAB,The harvest season finds its end,end,A,4,ABAC
192,4,STARTABA,As clouds go drifting by,by,C,4,ABAC
193,1,START,The city sleeps beneath the stars,stars,A,4,ABAC
193,2,STARTA,While dreams fill every head,head,B,4,ABAC
193,3,STARTAB,The traffic noise and rushing cars,cars,A,4,ABAC
193,4,STARTABA,Have all been put to bed,bed,C,4,ABAC
194,1,START,A single snowflake starts to fall,fall,A,4,ABAB
194,2,STARTA,Then millions follow suit,suit,B,4,ABAB
194,3,STARTAB,Winter's coming after all,all,A,4,ABAB
194,4,STARTABA,In its white winter suit,suit,B,4,ABAB
195,1,START,The old oak tree with branches wide,wide,A,4,ABCB
195,2,STARTA,Has seen so many years,years,B,4,ABCB
195,3,STARTAB,With secrets that it holds inside,inside,C,4,ABCB
195,4,STARTABC,And wisdom through the tears,tears,B,4,ABCB
196,1,START,The butterfly with painted wings,wings,A,4,ABAC
196,2,STARTA,Dances in the air,air,B,4,ABAC
196,3,STARTAB,The simple joy that summer brings,brings,A,4,ABAC
196,4,STARTABA,Without a single care,care,C,4,ABAC
197,1,START,The fire crackles warm and bright,bright,A,4,ABAC
197,2,STARTA,On this cold winter's eve,eve,B,4,ABAC
197,3,STARTAB,It fills the room with golden light,light,A,4,ABAC
197,4,STARTABA,And peace for all who grieve,grieve,C,4,ABAC
198,1,START,The desert stretches far and wide,wide,A,4,ABCD
198,2,STARTA,Beneath the burning sun,sun,B,4,ABCD
198,3,STARTAB,Where only cactus plants abide,abide,C,4,ABCD
198,4,STARTABC,When day is almost done,done,D,4,ABCD
199,1,START,The forest deep and dark and green,green,A,4,ABCB
199,2,STARTA,Where sunlight barely shows,shows,B,4,ABCB
199,3,STARTAB,A magical and secret scene,scene,C,4,ABCB
199,4,STARTABC,That only nature knows,knows,B,4,ABCB
200,1,START,The rainbow arches in the sky,sky,A,4,ABCB
200,2,STARTA,After the summer rain,rain,B,4,ABCB
200,3,STARTAB,A bridge of colors passing by,by,C,4,ABCB
200,4,STARTABC,Then fading once again,again,B,4,ABCB
201,1,START,The moonlight silver on the lake,lake,A,4,ABCD
201,2,STARTA,Reflects the stars above,above,B,4,ABCD
201,3,STARTAB,A peaceful scene the night does make,make,C,4,ABCD
201,4,STARTABC,Filled with tranquility and love,love,D,4,ABCD
202,1,START,The thunder rumbles loud and deep,deep,A,4,ABAB
202,2,STARTA,The lightning flashes bright,bright,B,4,ABAB
202,3,STARTAB,While all the world is fast asleep,asleep,A,4,ABAB
202,4,STARTABA,In the middle of the night,night,B,4,ABAB
203,1,START,The seasons turn from spring to fall,fall,A,4,ABAC
203,2,STARTA,The wheel of time spins on,on,B,4,ABAC
203,3,STARTAB,Nature heeds the silent call,call,A,4,ABAC
203,4,STARTABA,From dusk until the dawn,dawn,C,4,ABAC
204,1,START,The butterfly emerges new,new,A,4,ABCB
204,2,STARTA,From its cocoon of silk,silk,B,4,ABCB
204,3,STARTAB,With wings of every brilliant hue,hue,C,4,ABCB
204,4,STARTABC,As smooth as finest milk,milk,B,4,ABCB
205,1,START,The waterfall cascades down,down,A,4,ABAB
205,2,STARTA,From mountains high and steep,steep,B,4,ABAB
205,3,STARTAB,Creating mist that looks like crown,crown,A,4,ABAB
205,4,STARTABA,Where rocky ledges sleep,sleep,B,4,ABAB
206,1,START,The northern lights dance in the sky,sky,A,4,ABCD
206,2,STARTA,In colors green and blue,blue,B,4,ABCD
206,3,STARTAB,A spectacle for every eye,eye,C,4,ABCD
206,4,STARTABC,So magical and true,true,D,4,ABCD
207,1,START,The cherry blossoms pink and white,white,A,4,ABCD
207,2,STARTA,In springtime's gentle grace,grace,B,4,ABCD
207,3,STARTAB,Make every landscape fresh and bright,bright,C,4,ABCD
207,4,STARTABC,And put a smile on face,face,D,4,ABCD
208,1,START,The old stone bridge across the stream,stream,A,4,ABAB
208,2,STARTA,Has stood for many years,years,B,4,ABAB
208,3,STARTAB,It's witnessed life and love and dream,dream,A,4,ABAB
208,4,STARTABA,And washed away the tears,tears,B,4,ABAB
209,1,START,The morning dew on spider's web,web,A,4,ABCD
209,2,STARTA,Glistens in the sun,sun,B,4,ABCD
209,3,STARTAB,A fragile silver silken thread,thread,C,4,ABCD
209,4,STARTABC,When night is almost done,done,D,4,ABCD
210,1,START,The sailing ship with canvas white,white,A,4,ABCD
210,2,STARTA,Upon the ocean blue,blue,B,4,ABCD
210,3,STARTAB,Travels through the day and night,night,C,4,ABCD
210,4,STARTABC,To places fresh and new,new,D,4,ABCD
211,1,START,The ancient ruins tell a tale,tale,A,4,ABCB
211,2,STARTA,Of civilizations past,past,B,4,ABCB
211,3,STARTAB,Where time and history prevail,prevail,C,4,ABCB
211,4,STARTABC,And memories will last,last,B,4,ABCB
212,1,START,The hummingbird with wings that blur,blur,A,4,ABCB
212,2,STARTA,Hovers near the flower,flower,B,4,ABCB
212,3,STARTAB,A tiny living motor whir,whir,C,4,ABCB
212,4,STARTABC,With supernatural power,power,B,4,ABCB
213,1,START,The canyon deep and grand and wide,wide,A,4,ABCD
213,2,STARTA,Carved by the river's flow,flow,B,4,ABCD
213,3,STARTAB,Holds secrets that the rocks can't hide,hide,C,4,ABCD
213,4,STARTABC,From centuries ago,ago,D,4,ABCD
214,1,START,The morning mist on mountain high,high,A,4,ABCD
214,2,STARTA,Creates a ghostly scene,scene,B,4,ABCD
214,3,STARTAB,That captures every passer's eye,eye,C,4,ABCD
214,4,STARTABC,So mystical and serene,serene,D,4,ABCD
215,1,START,The winter snow falls soft and essay,essay,A,4,AABB
215,2,STARTA,Covering all the world in gay,gay,A,4,AABB
